ed_id,ed_name,county,population_2006,score_2016,decile_2016,population_2011,score_2011,decile_2011,population_2016,score_2016,decile_2016
E26020,Shantalla,Galway City,1874,2.777701606,10,1785,1.32886191,9,1912,1.687378424,9
E26021,Taylors Hill,Galway City,2713,1.354057507,9,2457,0.307657184,7,2966,0.742586072,8
E26022,Wellpark,Galway City,1561,2.720929242,10,1843,1.901970735,9,1668,2.237978886,10
E27001,Ballinasloe Urban,Galway,6049,2.161030814,10,6449,2.171551887,10,6660,2.739033853,10
E27002,Abbeygormacan,Galway,415,-1.126946373,3,416,-0.716867547,4,411,-0.457415102,5
E27003,Ahascragh,Galway,628,0.346503169,8,637,-0.029566514,7,605,0.181631906,7
E27004,Aughrim,Galway,573,-0.653759508,5,595,-0.82914697,4,576,-0.985117827,3
E27005,Ballinasloe Rural,Galway,571,-1.867703142,1,599,-1.568185896,1,573,-1.372814311,2
E27006,Ballymacward,Galway,319,-0.969824132,3,315,-0.50453976,5,310,0.000692838,7
E27007,Clonfert,Galway,447,0.391168723,8,457,0.075368229,7,420,0.440680208,8
E27008,Clontuskert,Galway,226,-0.710520141,4,212,-0.113357196,6,218,-0.27427745,6
E27009,Kellysgrove,Galway,343,-0.804299348,4,387,-0.290867865,6,361,-0.172616583,6
E27010,Kilconnell,Galway,680,-0.549276094,5,670,-0.18522775,6,670,0.005519856,7
E27011,Killaan,Galway,520,-0.7963684,4,500,-0.985646772,3,527,-0.287657843,6
E27012,Killallaghtan,Galway,432,0.042720988,7,436,-0.542241703,5,458,0.01587126,7
E27013,Killoran,Galway,286,-0.968739792,3,279,-0.553464256,5,270,-0.764925282,4
E27014,Killure,Galway,800,1.147238069,9,802,0.28899815,7,725,0.296698118,8
E27015,Kilmacshane,Galway,230,-1.205071524,2,245,-0.220945479,6,231,-0.158474411,6
E27016,Kiltormer,Galway,574,-0.235295337,6,531,0.061355072,7,490,0.112140396,7
E27017,Kylemore,Galway,172,-0.452670357,5,161,-0.819285495,4,153,-0.046922171,7
E27018,Laurencetown,Galway,371,0.664336785,8,351,1.121898618,9,359,1.031976569,9
E27019,Lismanny,Galway,241,-0.879931892,4,239,-1.206377175,2,255,-1.067222195,3
E27020,Oatfield,Galway,412,-0.919595984,4,435,-1.19856463,2,434,-0.19179841,6
E27021,Ballynakill,Galway,527,0.731408174,8,593,0.574967351,8,439,0.065567878,7
E27022,Binn an Choire,Galway,250,-0.472085612,5,252,-0.453007967,5,226,-0.771225382,4
E27023,Bunowen,Galway,435,2.12010845,10,460,0.965255944,9,413,1.231401538,9
E27024,Cleggan,Galway,287,0.370698321,8,263,0.057362933,7,279,-0.185981179,6
E27025,Clifden,Galway,2118,1.09079817,9,2613,0.655006469,8,2159,1.057191286,9
E27026,Cushkillary,Galway,177,1.520102804,9,249,0.461065954,8,318,0.056353258,7
E27027/27028,Derrycunlagh/Derrylea,Galway,248,-0.368723046,6,309,-0.873729546,4,313,-0.371027143,6
E27029,Doonloughan,Galway,103,2.800671104,10,94,-0.768444532,4,82,0.072289676,7
E27030,Errislannan,Galway,230,1.176019164,9,229,0.130389301,7,215,0.406675771,8
E27031,An Uillinn,Galway,99,0.636433788,8,103,1.610362807,9,97,-0.416386986,6
E27032,Inishbofin,Galway,199,3.679382123,10,160,2.931771515,10,175,2.421908713,10
E27033,An Cnoc Buí,Galway,798,2.319542736,10,853,2.200307998,10,810,2.007962617,9
E27034,Maíros,Galway,370,1.885558598,9,337,0.556395073,8,354,0.504806428,8
E27035,Abhainn Ghabhla,Galway,313,2.124620612,10,301,1.54409264,9,261,1.702573786,9
E27036,Rinvyle,Galway,1280,1.706854429,9,1330,0.950575574,8,1226,0.639958607,8
E27037,Roundstone,Galway,393,2.720883708,10,459,1.719424624,9,425,1.648546007,9
E27038,Sillerna,Galway,446,3.231577363,10,441,1.988219232,9,389,2.373915428,10
E27039,Scainimh,Galway,619,3.738370714,10,684,4.012032894,10,612,4.244540025,10
E27040,Annaghdown,Galway,1710,-1.111837827,3,1860,-0.727776273,4,1876,-1.087292361,3
E27041,Aughrim,Galway,1072,-1.53234343,1,1215,-1.609497877,1,1296,-1.44074184,2
E27042,Baile an Teampaill (part),Galway,1393,-1.295166648,2,1462,-1.487081006,2,1472,-1.68075107,1
E27043,Ballynacourty,Galway,1076,-1.66004068,1,1162,-1.987428351,1,1178,-1.637133407,1
E27044,Bearna (part),Galway,3024,-1.821687657,1,3630,-2.160271855,1,3727,-1.916397012,1
E27045,Belleville,Galway,502,-0.971393838,3,576,-1.147759037,3,620,-1.060425734,3
E27046,Carnmore,Galway,2138,-1.724702928,1,2609,-1.43452978,2,2577,-1.559029392,1
E27047,Ceathrú an Bhrúnaigh (part),Galway,881,-0.389459551,6,918,-0.117135048,6,984,-0.521079017,5
E27048,Baile Chláir,Galway,1853,-1.253443385,2,2042,-1.155684994,3,2124,-0.993353281,3
E27049,Clarinbridge,Galway,2666,-1.569854168,1,3271,-1.775514906,1,3547,-1.679553727,1
E27050,Deerpark,Galway,1169,-0.300281765,6,1314,-0.486838432,5,1413,-0.284785412,6
E27051,Na Forbacha,Galway,1239,-0.961754326,3,1312,-1.378203991,2,1415,-1.170989309,2
E27052,Galway Rural (part),Galway,129,-1.885931046,1,126,-2.216343764,1,149,-2.269829478,1
E27053,Árainn,Galway,1225,2.984757054,10,1251,2.370524633,10,1226,2.390919195,10
E27054,Cill Chuimin,Galway,1304,2.547584452,10,1315,1.611266181,9,1314,1.536708891,9
E27055,Cill Aithnín,Galway,963,0.529968238,8,1000,-0.099690129,7,1044,-0.049981915,7
E27056,Leacach Beag,Galway,1236,-1.26255368,2,1403,-1.348419721,2,1527,-1.350952204,2
E27057,Liscananaun,Galway,1348,-1.33425648,2,1432,-1.519843259,2,1539,-1.471578974,2
E27058,Lisín an Bhealaigh,Galway,911,-1.658306285,1,1005,-1.582960301,1,1061,-0.983465844,3
E27059,Maigh Cuilinn,Galway,1772,-1.788013601,1,2008,-1.977607765,1,2142,-1.728686287,1
E27060,Oranmore,Galway,3523,-0.773300349,4,4325,-0.974360232,3,4297,-0.939229317,3
E27061,Sailearna,Galway,1362,0.487053837,8,1448,0.543797769,8,1453,0.350608594,8
E27062,Sliabh an Aonaigh,Galway,690,-0.995453148,3,763,-0.749919657,4,763,-1.244379465,2
E27063,An Spidéal,Galway,1357,-0.380223785,6,1450,-0.689273629,4,1443,-0.884196542,4
E27064,Stradbally,Galway,1045,-1.594307081,1,1207,-1.713906242,1,1218,-1.706570881,1
E27065,Tulaigh Mhic Aodháin,Galway,1755,-1.431108764,2,1985,-1.679230987,1,2075,-1.497721334,1
E27066,Ballinastack,Galway,327,0.163849265,7,324,-0.660435461,4,332,0.62803359,8
E27067,Ballymoe,Galway,428,-0.451591559,5,399,-0.300695863,6,414,-0.039556622,7
E27068,Ballynakill,Galway,451,-1.605099031,1,419,-1.080223012,3,379,-1.371861318,2
E27069,Boyounagh,Galway,271,-0.941043195,4,257,-1.683864565,1,253,-0.495190877,5
E27070,Creggs,Galway,392,-0.717164056,4,367,0.354301565,8,362,-0.074423606,7
E27071,Curraghmore,Galway,171,-0.712345782,4,158,-0.996181594,3,166,-1.360029597,2
E27072,Glennamaddy,Galway,862,0.145675554,7,867,0.931261299,8,840,1.105509795,9
E27073,Island,Galway,285,-0.258220629,6,286,0.618650449,8,254,0.082720357,7
E27074,Kilcroan,Galway,539,-0.776425021,4,561,0.2342436,7,551,-0.074164502,7
E27075,Kiltullagh,Galway,180,-1.100312564,3,198,-0.724501729,4,224,-0.693713348,5
E27076,Raheen,Galway,490,-0.979840618,3,492,-1.108046274,3,470,-0.479675891,5
E27077,Scregg,Galway,221,-0.733207421,4,236,-1.378075362,2,229,-1.260386829,2
E27078,Shankill,Galway,306,-0.434868364,6,287,-0.231728179,6,292,0.349361333,8
E27079,Templetogher,Galway,408,0.062113814,7,393,0.150840081,7,387,-0.028541466,7
E27080,Toberroe,Galway,316,-0.631790839,5,321,-0.95322027,3,300,-0.064354764,7
E27081,Ardamullivan,Galway,576,-0.743096422,4,587,-0.458678216,5,607,-0.675915756,5
E27082,Ardrahan,Galway,480,-1.561220794,1,540,-0.47566217,5,573,-0.74800445,4
E27083,Ballycahalan,Galway,190,0.148099041,7,222,-0.225264551,6,217,0.440221012,8
E27084,Beagh,Galway,603,-0.985655964,3,718,-1.013698869,3,705,-0.869022447,4
E27085,Cahermore,Galway,454,-1.688484421,1,515,-1.66428228,1,525,-1.290191245,2
E27086,Cappard,Galway,102,0.591838517,8,99,-0.339275995,6,99,1.080463639,9
E27087,Castletaylor,Galway,486,-1.521896675,1,574,-1.801538793,1,630,-1.849018053,1
E27088,Doorus,Galway,684,-1.713354789,1,748,-1.567133603,1,813,-1.595548628,1
E27089,Drumacoo,Galway,997,-0.899453826,4,1239,-1.628991368,1,1371,-1.449408795,2
E27090,Gort,Galway,2782,2.060976517,10,2671,1.837017532,9,3033,2.171639801,10
E27091,Kilbeacanty,Galway,285,0.147037427,7,318,0.158760755,7,326,0.137091788,7
E27092,Killeely,Galway,1257,-1.506543368,1,1596,-1.921649174,1,1748,-1.774183819,1
E27093,Killeenavarra,Galway,651,-1.374561269,2,746,-1.629412569,1,801,-1.213263705,2
E27094,Killinny,Galway,399,-0.660245044,5,429,-1.159160659,3,455,-0.767239244,4
E27095,Kiltartan,Galway,670,-1.551897841,1,743,-1.206834056,2,827,-0.811361015,4
E27096,Kilthomas,Galway,90,0.560308102,8,83,-0.26902828,6,84,-0.262114508,6
E27097,Kinvarra,Galway,1160,-1.320538056,2,1351,-1.435694209,2,1537,-1.334933195,2
E27098,Rahasane,Galway,279,-1.755193266,1,329,-1.997957113,1,337,-1.623366412,1
E27099,Skehanagh,Galway,395,-1.087484242,3,477,-1.093178002,3,477,-0.860830237,4
E27100,Aille,Galway,412,-1.792831734,1,389,-1.053970504,3,385,-1.481577368,2
E27101,Athenry,Galway,4042,0.160476203,7,4828,0.416122721,8,5470,0.456218061,8
E27102,Ballynagar,Galway,202,0.115422702,7,195,-0.1374974,6,192,-0.731620967,4
E27103,Bracklagh,Galway,427,-1.052328822,3,460,-0.638042719,5,464,-0.944945424,3
E27104,Bullaun,Galway,213,-1.431407521,2,254,-1.40185201,2,299,-0.94045988,3
E27105,Cappalusk,Galway,357,-1.064066808,3,384,-0.907451782,3,384,-0.614067644,5
E27106,Castleboy,Galway,491,-0.92345695,4,550,-1.365326029,2,537,-0.942796339,3
E27107,Cloonkeen,Galway,348,0.206767784,7,429,-0.565102657,5,469,-0.877959039,4
E27108,Colmanstown,Galway,93,0.472746442,8,120,-0.55922712,5,131,-0.902528709,4
E27109,Craughwell,Galway,1363,-1.629980988,1,1640,-1.600396662,1,1764,-1.237677876,2
E27110,Derrylaur,Galway,113,1.022888907,9,108,1.608450359,9,105,0.402481498,8
E27111,Drumkeary,Galway,568,-0.996848981,3,573,-0.768193883,4,589,-0.653536036,5
E27112,Graigabbey,Galway,294,-0.613806496,5,393,-1.040020611,3,385,-0.611322294,5
E27113,Grange,Galway,696,-0.732295769,4,739,-1.062839924,3,738,-0.767591698,4
E27114,Greethill,Galway,809,-1.471884052,1,920,-1.664016344,1,999,-1.952421161,1
E27115,Kilchreest,Galway,316,-0.849599292,4,312,-1.250878367,2,303,-1.205882817,2
E27116,Kilconickny,Galway,599,-1.317437432,2,655,-1.828638598,1,672,-1.259406797,2
E27117,Kilconierin,Galway,398,-0.817629548,4,527,-1.897574899,1,583,-1.801222793,1
E27118,Killimor,Galway,312,-1.156835704,3,331,-0.765871325,4,329,0.019887465,7
E27119,Killogilleen,Galway,640,-1.341635547,2,818,-1.76954885,1,906,-1.266552719,2
E27120,Kilmeen,Galway,599,-1.072041696,3,631,-0.570418308,5,644,-1.008977949,3
E27121,Kilreekill,Galway,281,-0.997878114,3,325,-1.2659889,2,342,-0.599331643,5
E27122,Kilteskill,Galway,310,-1.275519204,2,368,-1.011719298,3,341,-0.845358383,4
E27123,Kiltullagh,Galway,648,-1.717992813,1,702,-1.355310352,2,745,-1.387976667,2
E27124,Lackalea,Galway,311,-1.301269262,2,383,-1.449072246,2,402,-1.210708349,2
E27125,Leitrim,Galway,404,-1.406963774,2,457,-1.354277453,2,481,-1.51396299,1
E27127,Loughrea Rural,Galway,885,-0.756888771,4,873,-1.253063764,2,857,-1.551670434,1
E27128,Loughrea Urban,Galway,4532,1.372349666,9,5062,1.722511282,9,5537,1.858066123,9
E27129/27126,Marblehill/Loughatorick,Galway,405,1.023459579,9,397,-0.137135695,6,371,-0.012483275,7
E27130,Mountain,Galway,256,-1.514139945,1,307,-1.517999176,2,279,-1.219540952,2
E27131,Movode,Galway,199,-0.325603481,6,254,-1.858570511,1,261,-1.541595266,1
E27132,Raford,Galway,381,-1.366815774,2,440,-1.119731467,3,486,-1.094753203,3
E27133,Tiaquin,Galway,479,-1.448597467,2,660,-1.128929563,3,722,-1.041701176,3
E27134,Woodford,Galway,500,1.231782239,9,493,1.325809586,9,461,2.186565832,10
E27135,Annagh,Galway,343,-0.473254002,5,375,0.101703901,7,369,-0.119865449,7
E27136,Ballynakill,Galway,506,-0.03973246,7,592,-0.220031595,6,611,-0.464085781,5
E27137,Caltra,Galway,351,-0.97335789,3,365,-0.971900679,3,365,-0.750458859,4
E27138,Castleblakeney,Galway,475,-0.184781816,6,526,-0.479559628,5,528,-0.138228611,6
E27139,Castleffrench,Galway,479,-0.975785328,3,524,-0.894257126,4,522,-0.997501815,3
E27140,Clonbrock,Galway,505,-0.428550888,6,553,-0.431283896,5,580,-0.926876197,4
E27141,Cloonkeen,Galway,280,0.291956636,8,310,-0.306266624,6,305,-0.576862195,5
E27142,Cooloo,Galway,515,-1.234535385,2,542,-1.175665606,3,532,-0.723769688,4
E27143,Derryglassaun,Galway,792,-0.837268215,4,867,-1.10961233,3,862,-1.033316722,3
E27144,Killeroran,Galway,1314,0.297343208,8,1289,0.439132251,8,1300,0.720189998,8
E27145,Killian,Galway,311,-0.069669758,7,340,0.331546189,8,341,0.019430343,7
E27146,Mount Bellew,Galway,1722,-1.428914322,2,1874,-1.024200421,3,1913,-0.879058248,4
E27147,Mounthazel,Galway,454,-0.389685314,6,496,-0.934806222,3,515,-0.289579338,6
E27148,Taghboy,Galway,209,-1.390241265,2,228,-0.483319678,5,221,-0.685457799,5
E27149,Camas,Galway,367,2.125930423,10,358,1.781931214,9,316,2.026542419,9
E27150,An Fhairche,Galway,1006,-0.213148045,6,1098,-0.498268725,5,1120,-0.634658335,5
E27151,Conga,Galway,573,-0.240446096,6,561,-0.373804717,6,517,-0.352085626,6
E27152,An Crompán,Galway,2294,2.180031177,10,2505,1.747930645,9,2472,1.498276601,9
E27153,An Chorr,Galway,162,0.197038523,7,155,-0.247555589,6,172,0.167621042,7
E27154,Garmna,Galway,1288,3.192421381,10,1359,4.077852828,10,1283,3.453245024,10
E27155,Cill Chuimín,Galway,122,1.791891172,9,162,0.642164333,8,149,0.606135075,8
E27156,Leitir Breacáin,Galway,208,1.325244273,9,250,0.612525002,8,220,0.357323809,8
E27157,Letterfore,Galway,288,-0.538451666,5,306,-0.562924166,5,264,-1.106161021,3
E27158,Leitir Móir,Galway,875,2.155864714,10,908,2.636238666,10,835,2.52380695,10
E27159,Oughterard,Galway,2563,-0.079224129,7,2604,-0.250390809,6,2625,-0.329838343,6
E27160,An Ros,Galway,104,-0.41532803,6,94,0.097979684,7,93,-0.509457843,5
E27161,An Turlach,Galway,557,3.934352729,10,545,3.313150102,10,546,3.033675622,10
E27162,Wormhole,Galway,1985,-0.913631746,4,2315,-1.073668957,3,2376,-1.089445531,3
E27163,Abbeyville,Galway,252,-1.226936228,2,280,-1.128181065,3,270,-0.928970328,3
E27164,Ballyglass,Galway,169,-0.686859958,5,162,-0.768956799,4,176,0.291920472,8
E27165,Coos,Galway,136,-0.694053943,5,111,0.203444695,7,105,0.070129857,7
E27166,Derrew,Galway,156,-1.301734051,2,166,-0.491394965,5,169,-0.78616675,4
E27167,Drummin,Galway,369,-1.164154205,3,369,-0.78688514,4,372,-0.767819413,4
E27168,Eyrecourt,Galway,477,1.654439989,9,454,1.282416059,9,445,1.471099551,9
E27169,Killimor,Galway,702,-0.211810512,6,698,0.768331905,8,702,0.282605532,8
E27170,Kilmalinoge,Galway,236,-0.845885878,4,218,-0.909772907,3,230,-0.127479715,7
E27171,Kilquain,Galway,291,-0.416769685,6,318,-0.39791875,6,306,-0.091146214,7
E27172,Meelick,Galway,258,-0.99890789,3,278,-1.106056743,3,276,-0.563174893,5
E27173,Moat,Galway,162,-1.051928049,3,176,-0.342508871,6,147,-0.349599678,6
E27174,Pallas,Galway,420,-1.562162247,1,401,-0.875771023,4,398,-0.737745278,4
E27175,Portumna,Galway,2030,0.851029454,8,2327,1.172197507,9,2271,1.223951703,9
E27176,Tiranascragh,Galway,170,-1.098012509,3,174,-0.433039607,5,171,-1.073623796,3
E27177,Tynagh,Galway,414,-0.410886084,6,442,0.195342038,7,447,0.079444421,7
E27178,Abbey East,Galway,629,-0.068714398,7,670,-0.083264719,7,632,-0.604034695,5
E27179,Abbey West,Galway,577,0.05141607,7,710,0.045718751,7,775,-0.265336107,6
E27180,Addergoole,Galway,502,-0.491940543,5,550,0.274214301,7,547,0.369569772,8
E27181,Annaghdown,Galway,1244,-1.041149316,3,1381,-0.897812557,4,1372,-0.796569422,4
E27182,Ballinderry,Galway,334,-0.656510196,5,468,-1.083703087,3,500,-1.117347607,3
E27183,Ballinduff,Galway,621,-1.234225204,2,705,-1.529210029,2,738,-1.200080923,2
E27184,Ballynapark,Galway,858,-0.504126114,5,990,-0.344557822,6,1080,-0.692546055,5
E27185,Beaghmore,Galway,288,-0.681667542,5,331,0.57294076,8,366,-0.45420915,6
E27186,Belclare,Galway,742,-0.616301751,5,794,-0.443365473,5,753,-0.931430567,3
E27187,Carrownagur,Galway,379,-0.764746732,4,445,-1.04875374,3,441,-0.737939804,4
E27188,Carrowrevagh,Galway,398,-0.875522672,4,457,-0.949885886,3,438,-0.974615897,3
E27189,Claretuam,Galway,980,-1.013123097,3,1032,-1.263685404,2,1059,-0.959224163,3
E27190,Clonbern,Galway,370,-1.037838859,3,396,-0.365846725,6,363,-0.324333041,6
E27191,Cloonkeen,Galway,451,-0.73930139,4,460,-0.740557742,4,461,0.290388838,8
E27192,Cummer,Galway,936,-0.885420696,4,1079,-1.262626689,2,1151,-0.950681371,3
E27193,Donaghpatrick,Galway,538,-1.379485048,2,563,-0.831920678,4,543,-1.037186977,3
E27194,Doonbally,Galway,503,-1.120925229,3,580,-0.295732223,6,618,-1.349324312,2
E27195,Dunmore North,Galway,548,-0.419013125,6,597,-0.093226905,7,568,0.020549482,7
E27196,Dunmore South,Galway,861,-0.85461277,4,812,-0.193016355,6,837,-0.123195854,7
E27197,Foxhall,Galway,558,-1.192855896,3,591,-0.768918619,4,629,-1.107835339,3
E27198,Headford,Galway,1349,-0.545630259,5,1489,-0.534031849,5,1531,0.067462539,7
E27199,Hillsbrook,Galway,646,-0.928124469,4,692,-0.309787891,6,685,-0.300943828,6
E27200,Kilbennan,Galway,361,0.108481834,7,376,0.020883029,7,349,-0.420945995,6
E27201,Kilcoona,Galway,512,-0.941811728,4,619,-0.651005879,5,649,-0.821500039,4
E27202,Killeany,Galway,534,-0.971213099,3,610,-1.033753439,3,613,-0.842083216,4
E27203,Killeen,Galway,648,-0.753376601,4,658,-1.375572312,2,707,-0.896636176,4
E27204,Killererin,Galway,714,-1.018476541,3,732,-1.181657379,3,772,-1.411177873,2
E27205,Killower,Galway,729,-0.838741666,4,851,-0.888063156,4,891,-0.800424264,4
E27206,Killursa,Galway,959,-1.372879223,2,1076,-1.416795953,2,1144,-1.349225985,2
E27207,Kilmoylan,Galway,896,-0.95529715,3,1040,-0.95298703,3,1072,-1.157988397,2
E27208,Kilshanvy,Galway,384,-0.335997583,6,394,-0.454337838,5,378,-0.772765439,4
E27209,Levally,Galway,366,-0.939484221,4,360,-0.315584472,6,354,-0.506751707,5
E27210,Milltown,Galway,538,-0.334075794,6,633,-0.745580974,4,664,-0.809106664,4
E27211,Monivea,Galway,638,-1.353488345,2,655,-0.479625603,5,657,-0.641682071,5
E27212,Moyne,Galway,640,-0.119771265,7,678,0.245329971,7,670,-0.087711105,7
E27213,Ryehill,Galway,569,-0.690582032,5,707,-0.609902917,5,782,-0.85422724,4
E27214,Toberadosh,Galway,353,-0.949759706,3,382,-0.192569238,6,363,-0.641739122,5
E27215,Tuam Rural,Galway,4622,1.15321888,9,5520,1.10025709,9,6060,1.385617021,9
E27216,Tuam Urban,Galway,2997,2.593632721,10,3304,2.3341814,10,3511,2.865816287,10
E28001,Ballinamore,Leitrim,1079,-1.143570088,3,1096,-0.533092178,5,1107,-0.28659374,6
E28002,Cloverhill,Leitrim,333,-0.054796135,7,345,-0.165049015,6,345,0.930727838,9
E28003,Corrala,Leitrim,226,-0.79665816,4,248,0.383576834,8,246,0.049639517,7
E28004,Drumreilly North,Leitrim,157,0.200275598,7,157,-0.284410184,6,158,0.158042825,7
E28005,Drumreilly South,Leitrim,126,0.275184236,8,135,0.015832024,7,146,0.130498964,7
E28006,Garadice,Leitrim,483,1.109467019,9,569,1.180187171,9,530,1.433041263,9
E28007/28011,Greaghlass/Stralongford,Leitrim,345,1.325179987,9,358,1.210879311,9,332,0.994950077,9
E28008,Killygar,Leitrim,133,-1.279192549,2,143,-1.344147616,2,126,-1.082429498,3
E28009,Newtowngore,Leitrim,196,-1.102007971,3,230,-0.669806515,4,242,-0.579764482,5
E28010,Oughteragh,Leitrim,83,0.007128418,7,89,0.129709415,7,91,-0.688248341,5
E28012,Aghacashel,Leitrim,87,0.164837701,7,73,0.106862696,7,77,-1.164972956,2
E28013,Annaduff,Leitrim,206,-1.071312846,3,221,-1.43677418,2,225,-0.848911057,4
E28014,Barnameenagh,Leitrim,154,0.538454156,8,159,-0.050502221,7,147,-0.303415311,6
E28015,Carrick-on-Shannon,Leitrim,3505,0.838154214,8,3986,1.230524139,9,4080,1.529434554,9
E28017/28016,Drumreilly West/Drumreilly East,Leitrim,186,0.281459567,8,186,-0.322774444,6,167,-0.416000342,6
E28018,Drumshanbo,Leitrim,1061,0.415077359,8,1282,0.312765215,7,1389,0.621089595,8
E28019,Drumsna,Leitrim,594,-0.950687731,3,701,-0.487456621,5,685,-0.600479756,5
E28020,Gortnagullion,Leitrim,279,-0.576269253,5,266,0.056507588,7,292,-0.522074495,5
E28021,Gowel,Leitrim,317,-0.711793577,4,333,-0.489915374,5,325,-0.74976069,4
E28022,Keshcarrigan,Leitrim,365,0.60288487,8,473,1.247632308,9,489,0.683367818,8
E28023,Kiltubbrid,Leitrim,149,-0.492429141,5,153,-0.683866745,4,153,-0.324881131,6
E28024,Leitrim,Leitrim,870,-1.511085923,1,1123,-1.170155573,3,1224,-1.333878582,2
E28025,Moher,Leitrim,199,0.154470105,7,234,0.041072325,7,221,-0.620358629,5
E28026,Yugan,Leitrim,238,1.438870262,9,225,1.76677494,9,222,1.211698071,9
E28027/28028,Aghalateeve/Aghanlish,Leitrim,235,0.067609804,7,240,0.500455816,8,223,0.433912175,8
E28029/28032,Melvin/Aghavoghill,Leitrim,209,1.852111825,9,217,1.447456697,9,211,1.208573235,9
E28030,Gubacreeny,Leitrim,521,1.96570912,9,779,1.548170367,9,736,1.170083964,9
E28031,Kinlough,Leitrim,864,0.287815898,8,960,0.560524914,8,983,0.007484172,7
E28033,Tullaghan,Leitrim,594,-0.082936132,7,690,-0.300386264,6,699,0.479965641,8
E28035,Ballaghameehan,Leitrim,206,-0.164548521,6,216,0.705149393,8,195,-0.137617076,6
E28036,Belhavel,Leitrim,281,0.982597361,9,261,0.627186486,8,239,1.473339004,9
E28037,Cloonclare,Leitrim,193,2.596374514,10,189,1.418562077,9,178,1.190774732,9
E28038,Cloonlogher,Leitrim,272,-0.06422262,7,309,0.288963053,7,285,-0.693453524,5
E28039,Drumahaire,Leitrim,1244,-0.204245625,6,1506,-0.626529255,5,1524,-0.70351691,5
E28040,Drumkeeran,Leitrim,535,1.538548165,9,525,1.177361974,9,465,1.743577359,9
E28041/28034,Garvagh/Arigna,Leitrim,140,2.396377343,10,166,0.95093812,8,180,0.683095932,8
E28042,Glenade,Leitrim,175,0.721507984,8,154,-0.355335965,6,172,-0.211332955,6
E28043,Glenaniff,Leitrim,158,1.033982175,9,175,0.408256799,8,167,0.687385616,8
E28044,Glenboy,Leitrim,244,-1.091190763,3,238,-0.713890113,4,239,-1.743336486,1
E28045,Glencar,Leitrim,248,0.252232016,7,250,0.541065988,8,256,0.372427714,8
E28046,Glenfarn,Leitrim,131,-0.019372003,7,147,-0.701331306,4,132,-0.768210691,4
E28047,Killanummery,Leitrim,367,-0.310865478,6,385,0.027609893,7,374,-0.760757495,4
E28048,Killarga,Leitrim,91,1.686863632,9,88,1.852055672,9,69,0.510870884,8
E28049,Kiltyclogher,Leitrim,254,2.285710761,10,233,2.690861857,10,207,2.485335439,10
E28050,Lurganboy,Leitrim,385,-0.34413851,6,388,-0.73030399,4,415,-0.877962061,4
E28051,Mahanagh,Leitrim,290,0.457499889,8,315,1.493149034,9,296,0.623933873,8
E28052,Manorhamilton,Leitrim,1655,0.770395527,8,1782,0.891238173,8,1892,1.196551269,9
E28053,Munakill,Leitrim,213,0.066166221,7,196,-0.976769583,3,169,-0.376468718,6
E28054,Sramore,Leitrim,307,-1.671885589,1,370,-1.561756468,1,390,-0.974546755,3
E28055,St. Patrick's,Leitrim,146,0.963208768,9,137,0.091799915,7,125,-0.128576862,7
E28056,Aghavas,Leitrim,296,0.190427552,7,322,-0.557761982,5,322,-0.648834206,5
E28057,Beihy,Leitrim,310,0.077763379,7,328,-0.05751712,7,332,-0.385602303,6
E28058,Breandrum,Leitrim,267,-0.475877266,5,269,-0.694479253,4,253,0.270842938,8
E28059,Bunnybeg,Leitrim,150,-0.066816643,7,169,-0.399103454,5,153,-0.333168524,6
E28060,Carrigallen East,Leitrim,321,-0.142809442,7,301,-0.156039967,6,300,1.380024981,9
E28061,Carrigallen West,Leitrim,387,1.218648966,9,525,1.037746051,9,563,1.364618011,9
E28062,Cashel,Leitrim,159,-0.637419817,5,164,-1.295400434,2,170,-1.099988565,3
E28063,Castlefore,Leitrim,252,0.17290082,7,256,-0.508206919,5,260,-0.039527352,7
E28064,Cattan,Leitrim,267,0.001405338,7,260,-0.268048197,6,237,-1.177799728,2
E28065,Cloone,Leitrim,327,-0.214360986,6,333,-0.226528876,6,336,-0.460355689,5
E28066,Corriga,Leitrim,162,0.383067671,8,149,0.049969237,7,142,-0.31009597,6
E28067,Drumard,Leitrim,209,-0.949054665,3,215,-0.470140503,5,206,-0.02518731,7
E28068,Drumdoo,Leitrim,290,-1.168161048,3,299,-1.375807091,2,303,-1.377764843,2
E28069,Drumod,Leitrim,586,-0.450916698,5,776,-0.674291172,4,869,-0.604047963,5
E28070,Fenagh,Leitrim,344,-1.191503018,3,380,-1.366777529,2,392,-0.933968646,3
E28071,Gortermone,Leitrim,300,-1.19373658,3,289,-1.208733298,2,270,-1.117524177,3
E28072,Keeldra,Leitrim,205,-0.524697583,5,198,0.163554769,7,179,0.321534532,8
E28073,Lisgillock,Leitrim,216,-0.329293037,6,197,-0.354897033,6,186,0.201171829,7
E28074,Mohill,Leitrim,1390,2.377282607,10,1378,1.91343251,9,1258,1.817433275,9
E28075,Rinn,Leitrim,267,0.00273723,7,293,-0.352702825,6,370,-0.478386483,5
E28076,Riverstown,Leitrim,262,-0.340809571,6,248,-0.020982406,7,240,0.523037216,8
E28077,Roosky,Leitrim,423,-0.244807554,6,497,-0.170028568,6,616,-0.108657531,7
E28078,Rowan,Leitrim,231,-0.118408445,7,251,-0.088554972,7,247,-1.042213571,3
